region,type,week,notified,confirmed,discarded,under_analysis,dengue_cases,dengue_alarm_cases,dengue_severe_cases,zika_cases,chikungunya_cases,deaths
Londrina,urban,01/2025,28167,5072,22283,812,5072,0,0,0,3,9
